artiste,titre,popularite,score_danse,tempo,genre,duree
Two Feet,I Feel Like I'm Drowning,76.0,0.717,104.927,10,185520.0ms
Shadow and Light,Viraha,15.0,0.554,114.961,0,4.730433333min
Ronnie Hawkins,Honey Don't,26.0,0.511,169.121,10,144680.0ms
HOKO,Big Mistake,41.0,0.572,183.82,10,152413.0ms
Jefferson Airplane,"White Rabbit - Live at The Woodstock Music & Art Fair, August 17, 1969",34.0,0.415,109.545,10,147227.0ms
Vicky Psarakis,Eyes Of The World,38.0,0.451,111.007,8,232373.0ms
Skid Row,Monkey Business,54.0,0.498,96.916,8,258267.0ms
Tomer Yeshayahu,◊†◊ò◊ú◊ô,33.0,0.711,125.961,6,208944.0ms
Sevendust,Denial,54.0,0.602,104.348,8,258427.0ms
Friendship Commanders,Stonechild,24.0,0.293,117.921,10,249592.0ms
The Verve,Slide Away - 2016 Remastered,41.0,0.306,150.1,6,243453.0ms
The Chats,Drunk n Disorderly,47.0,0.509,109.736,6,75760.0ms
Backstreet Boys,All I Have to Give,50.0,0.731,95.995,9,4.60955min
Andrew Gold,Thank You for Being a Friend,41.0,0.695,111.887,10,280760.0ms
Pickwick,Hacienda Motel,46.0,0.575,93.459,9,229510.0ms
Fr√†n√ßois & The Atlas Mountains,Tourne Autour,33.0,0.838,159.932,6,158320.0ms
"Tyler, The Creator",Yonkers,60.0,0.712,79.102,9,249333.0ms
With Confidence,Cult,49.0,0.556,106.071,10,193794.0ms
Blackout Problems,MURDERER,11.0,0.419,120.117,10,268155.0ms
Bumpin Uglies,Florida Showers,46.0,0.674,146.925,10,245313.0ms
Rob Scallon,Gateways,30.0,0.552,92.53,8,188021.0ms
Gal Adam,◊ê◊ô◊ü ◊ê◊ï◊™◊ô ◊ô◊ï◊™◊®,52.0,0.665,88.104,9,169809.0ms
Rita Dove,Parsley,12.0,0.732,70.341,5,254267.0ms
Elvis Presley,All Shook Up,58.0,0.624,74.139,10,1.95133333min
Billie Joe Armstrong,That Thing You Do!,40.0,0.457,134.998,10,168600.0ms
Detroit Blues Band,Missing You,12.0,0.515,172.472,2,298093.0ms
Mohammed Rafi,All Line Clear,4.0,0.525,124.537,3,3.398883333min
Eno ‚Ä¢ Hyde,Daddy's Car,38.0,0.625,120.027,1,290144.0ms
Truckfighters,Desert Cruiser,51.0,0.198,121.924,10,449947.0ms
Henrik Freischlader,Openness,37.0,0.454,169.869,10,266466.0ms
The Bluetones,Marblehead Johnson,38.0,0.368,128.538,6,201813.0ms
Machine Gun Kelly,drunk face,74.0,0.691,90.024,10,143901.0ms
Enslaved,Storm Son,35.0,0.2,164.978,8,654427.0ms
Maybird,Gonna Lose Your Mind,30.0,0.58,120.002,1,216392.0ms
EllMatic,Before It's Over,36.0,0.824,90.978,5,190549.0ms
Maximo Park,Our Velocity,53.0,0.535,95.987,1,200387.0ms
Shlomo Artzi,◊õ◊ú ◊û◊î ◊©◊™◊®◊¶◊î,35.0,0.483,79.478,10,209500.0ms
Shlomi Shabat,Aba,34.0,0.552,135.966,9,241533.0ms
Men At Work,Who Can It Be Now?,67.0,0.805,128.411,10,201293.0ms
Barely Civil,Box for My Organs,12.0,0.199,163.499,10,220316.0ms
Gregory Alan Isakov,San Luis,68.0,0.567,82.459,9,272347.0ms
Lucinda Williams,You Can't Rule Me,45.0,0.379,134.037,10,241433.0ms
Tonic,If You Could Only See,65.0,0.433,95.169,10,261520.0ms
Perfume Genius,Jason,52.0,0.34,145.822,6,185827.0ms
Egg Drop Soup,Hard to Hold On,25.0,0.676,108.008,1,232513.0ms
COLISION,Knees,10.0,0.43,79.989,10,188440.0ms
Arch Echo,Stella,29.0,0.425,164.059,8,327680.0ms
Foxing,Go Down Together,52.0,0.736,113.994,1,195707.0ms
Aviv Geffen,◊¢◊ù ◊î◊ñ◊û◊ü,20.0,0.377,117.667,10,226440.0ms
Rod Stewart,In a Broken Dream,41.0,0.272,149.825,10,326027.0ms
Lush,Thoughtforms - 2nd Version,40.0,0.363,105.06,10,167000.0ms
Jimmy Eat World,For Me This Is Heaven,42.0,0.603,121.01,10,246560.0ms
In Tua Nua,Seven Into The Sea,6.0,0.477,130.716,6,342573.0ms
Earl Hooker,Blue Guitar,36.0,0.515,68.804,2,161480.0ms
Born Ruffians,Fade To Black,31.0,0.466,92.557,6,242623.0ms
Rajhesh Vaidhya,Thillana - Dhanashree - Adi,22.0,0.494,100.455,6,215827.0ms
Alice In Chains,Them Bones,67.0,0.159,165.014,8,149467.0ms
Louis Jordan & His Tympany Five,What's The Use Of Getting Sober (When You're Gonna Get Drunk Again),12.0,0.641,86.839,2,169440.0ms
Citizen Cope,Something to Believe In,50.0,0.659,156.099,10,221840.0ms
VEXED,Hideous,38.0,0.34,159.996,8,254000.0ms
Ghost,Ritual,54.0,0.67,132.01,8,268747.0ms
Don Henley,The Boys Of Summer,77.0,0.516,176.941,10,288733.0ms
Ashnikko,Slumber Party (feat. Princess Nokia),86.0,0.964,105.012,10,178405.0ms
Kayzo,Night Terror (feat. Of Mice & Men),47.0,0.657,90.026,10,204611.0ms
Susan Tedeschi,It Hurt So Bad,38.0,0.354,207.934,2,361480.0ms
Nubiyan Twist,Figure Numatic,50.0,0.76,97.021,5,370611.0ms
Eviatar Banai,◊ú◊ô◊ú◊î ◊õ◊ô◊ï◊ù ◊ô◊ê◊ô◊®,39.0,0.555,120.069,10,204440.0ms
Spare Parts For Broken Hearts,Mush,31.0,0.554,127.997,6,220878.0ms
Led Zeppelin,Dazed and Confused - 1990 Remaster,62.0,0.271,86.762,10,386373.0ms
Ron Gallo,A PLATE IN MY HONOR,30.0,0.763,133.075,6,145162.0ms
Harry Styles,Sign of the Times,82.0,0.516,119.972,10,340707.0ms
Deathbeds AU,Gods Way is my Way,34.0,0.366,160.117,8,246500.0ms
Abhi The Nomad,Tom Cruise,41.0,0.933,122.097,5,153443.0ms
REO Speedwagon,Don't Let Him Go,47.0,0.497,105.593,10,3.75178333min
Vern Gosdin,I Can Tell By the Way You Dance,43.0,0.755,109.812,4,2.69155min
Taylor Swift,Mr. Perfectly Fine (Taylor‚Äôs Version) (From The Vault),53.0,0.66,135.942,9,277592.0ms
Happy Mondays,24 Hour Party People,32.0,0.616,126.791,1,280387.0ms
Jade Bird,Black Star,44.0,0.391,166.555,6,190736.0ms
Neil Young,Heart of Gold - 2009 Remaster,73.0,0.541,171.165,10,187013.0ms
starRo,Ceiling,34.0,0.646,103.987,6,211038.0ms
Junior Wells,Hoodoo Man Blues,33.0,0.708,103.924,2,126933.0ms
Peace,Lost on Me,35.0,0.611,122.0,6,224253.0ms
D.Y.T,torico,29.0,0.804,91.967,9,191349.0ms
Farhot,Feel Ugly,34.0,0.565,62.316,1,308040.0ms
Shalom Hanoch,◊ê◊í◊ì◊™ ◊ì◊©◊ê,22.0,0.423,123.132,10,337653.0ms
Love and Rockets,Holiday on the Moon,46.0,0.334,165.434,10,365707.0ms
Berry Galazka,Man Can't Hang - With GIRLI & Suzi Wu,36.0,0.722,135.109,10,205983.0ms
Van Halen,Hot for Teacher - 2015 Remaster,69.0,0.552,127.631,8,282747.0ms
Shocking Blue,Venus,66.0,0.691,128.111,10,187533.0ms
Barracuda Sound,Rosa,38.0,0.55,97.052,7,1.709516667min
Scott Walker,Cossacks Are,32.0,0.422,140.852,10,272067.0ms
Pale Waves,Change,53.0,0.598,97.007,10,172280.0ms
The First Day,Villagers,50.0,0.485,134.008,0,4.174666667min
Band Of Skulls,Love Is All You Love,35.0,0.511,79.994,10,202813.0ms
Avihu Pinchasov Rhythm Club,◊¢◊ï◊ú◊î ◊ú◊ê◊ï◊ï◊ô◊®,32.0,0.638,123.0,10,219373.0ms
New Model Army,The Hunt - 2005 Remaster,32.0,0.476,169.854,10,252200.0ms
Sugarcult,Bouncing Off The Walls,55.0,0.477,150.974,10,141293.0ms
Larkin Poe,She's A Self Made Man,48.0,0.279,138.174,2,181625.0ms
The Black Keys,Poor Boy a Long Way From Home,66.0,0.404,93.418,10,248511.0ms
Motel Marys,Designated Driver,26.0,0.324,130.044,10,155846.0ms
Annie Lennox,"Sisters Are Doin' It for Themselves - Live at Live 8, Hyde Park, London, 2nd July 2005",14.0,0.449,119.924,9,4.441016667min
Headie One,Siberia (feat. Burna Boy),63.0,0.873,124.01,5,173493.0ms
Yehudit Ravitz,◊ú◊ß◊ó◊™ ◊ê◊™ ◊ô◊ì◊ô ◊ë◊ô◊ì◊ö,37.0,0.577,84.476,9,212827.0ms
Motorama,Pole Star,44.0,0.509,167.939,6,191161.0ms
Simple Minds,Changeling,37.0,0.521,114.49,1,253267.0ms
Cyrus Chestnut,Darn That Dream,46.0,0.418,148.264,7,5.09275min
Fiddlehead,Million Times,41.0,0.515,135.006,10,165143.0ms
Madonna,Hung Up - Live,39.0,0.556,125.001,9,9.835333333min
Zivert,Life,60.0,0.67,120.008,9,188000.0ms
Reefer Tym,Carry Go,38.0,0.666,196.052,9,158015.0ms
The Sugarhill Gang,8th Wonder,30.0,0.866,106.534,5,446533.0ms
Kanye West,Flashing Lights,78.0,0.639,90.482,9,237507.0ms
"Asha Bhosle, Mohammed Rafi",Gora Rang Chunariya Kali,1.0,0.299,165.444,3,5.72min
L.A. WITCH,Sleep,36.0,0.363,118.581,10,233320.0ms
Andr√©s Calamaro,Roc√≠o,22.0,0.639,111.941,9,203627.0ms
Geeta Dutt,Chale Aao Chale Aao,13.0,0.391,139.327,3,1.71705min
Xavier Rudd,Follow The Sun,71.0,0.611,123.941,10,256267.0ms
Omar Coleman,Strange Times,35.0,0.516,178.42,2,261990.0ms
The Subways,Rock & Roll Queen,61.0,0.395,141.423,6,169947.0ms
The Kid LAROI,WITHOUT YOU (with Miley Cyrus),86.0,0.655,92.56,10,161385.0ms
The Raconteurs,Level,48.0,0.519,146.467,10,141160.0ms
Brandy Clark,Like Mine,32.0,0.514,105.913,1,206840.0ms
W.A.S.P.,Chainsaw Charlie(Murders In The New Morgue),43.0,0.232,154.418,8,523347.0ms
Free Party,Distant,44.0,0.734,73.205,5,175563.0ms
U.P. Wilson,Shakin' Dem Bones,29.0,0.501,157.296,2,227067.0ms
Brad Mehldau,Ron's Place,41.0,0.491,96.211,7,6.511783333min
Tyler Ramsey,A Dream Of Home,37.0,0.662,106.692,1,362493.0ms
Dead Heat,World At War,28.0,0.27,89.766,8,199134.0ms
Yola,Rock Me Gently,34.0,0.512,146.93,1,210283.0ms
Nirvana,Come As You Are,78.0,0.5,120.125,10,218920.0ms
With Confidence,Big Cat Judgement Day,56.0,0.538,96.004,1,151407.0ms
Savannah Pope,He Sees Me,16.0,0.481,128.013,10,311664.0ms
K.Flay,Giver,58.0,0.493,175.896,1,214147.0ms
Slaves,Chokehold,41.0,0.609,120.006,6,203547.0ms
MSTRKRFT,Heartbreaker,41.0,0.551,128.05,1,194013.0ms
MINOE,Burden,20.0,0.79,91.967,9,166957.0ms
Catching Flies,GLY,51.0,0.669,119.974,6,220623.0ms
Bruce Dickinson,Tattooed Millionaire - 2001 Remastered Version,40.0,0.53,130.251,8,267840.0ms
Deno,Drizzy,58.0,0.86,142.022,5,155153.0ms
Céline Dion,The Power Of Love - Live à Paris,31.0,0.487,140.175,9,4.757783333min
Abigor,Scars In The Landscape Of God,24.0,0.133,92.627,8,373907.0ms
Udit Narayan,Jaadu Teri Nazar,48.0,0.604,87.838,3,4.665166667min
Iamdoechii,Yucky Blucky Fruitcake,77.0,0.597,97.923,9,275520.0ms
The Blue Stones,Shakin' Off The Rust,58.0,0.585,110.971,10,222936.0ms
The La's,There She Goes,68.0,0.533,122.777,6,162187.0ms
Creed,With Arms Wide Open,2.0,0.415,138.929,10,278440.0ms
Goodbye June,Oh No,55.0,0.258,132.862,2,221470.0ms
Thornetta Davis,Cry,24.0,0.575,102.105,2,251600.0ms
Shining,The Last Stand,21.0,0.412,134.965,8,257107.0ms
Deathstars,Blitzkrieg,42.0,0.491,139.988,8,246160.0ms
Bryce Vine,Blame It On Me,59.0,0.763,140.112,9,131877.0ms
Hanan Ben Ari,◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö ◊û◊ó◊ì◊©,33.0,0.697,79.979,9,255117.0ms
Lenny Kravitz,Again,69.0,0.55,79.166,10,231667.0ms
Mr JazziQ,Woza,57.0,0.822,112.999,9,391187.0ms
Inquisition,A Glorious Shadow from Fire and Ashes,29.0,0.371,119.998,8,386077.0ms
Bettye LaVette,Romance In The Dark,40.0,0.74,137.671,2,258547.0ms
Arik Einstein,Katvu Alav Ba'iton,14.0,0.646,102.984,10,161960.0ms
Weezer,Hero,58.0,0.549,140.017,10,236347.0ms
Aisha Badru,Splintered,45.0,0.369,147.439,2,250453.0ms
The Dose,Cold Hands,36.0,0.61,125.012,1,258425.0ms
Great American Ghost,Altar of Snakes,29.0,0.339,157.75,8,214399.0ms
Solence,Thunder,51.0,0.694,129.927,10,203538.0ms
Little Arthur Duncan,44 Blues,30.0,0.74,131.764,2,226653.0ms
Klone,Yonder,42.0,0.566,109.938,10,452080.0ms
Layla Zoe,Nowhere Left to Go,30.0,0.702,80.02,2,227333.0ms
Khruangbin,Summer Madness,59.0,0.504,79.654,6,201917.0ms
Alfie Templeman,Things I Thought Were Mine,60.0,0.888,99.992,6,193165.0ms
"Justin Wellington, Small Jam",Iko Iko (My Bestie),87.0,0.862,105.039,9,3.047616667min
Nora Maddox,Il Confine Del Dolore - feat: Ensemble Cordes De La Mer,43.0,0.206,71.412,7,1.973083333min
Strawberry Station,Future Funk 2021,36.0,0.688,127.981,6,185630.0ms
Warbringer,Living Weapon,41.0,0.336,105.843,8,261560.0ms
The Aprons,Fear of Heights,3.0,0.603,115.014,6,208194.0ms
Sabaton,Defence of Moscow,69.0,0.483,109.986,8,248992.0ms
Johnny Adams,Reconsider Me,29.0,0.441,107.735,2,235431.0ms
Jo Harman,Loving Arms,27.0,0.471,129.086,2,381050.0ms
Omer Adam,◊ë◊ó◊ï◊®◊ô◊ù ◊ò◊ï◊ë◊ô◊ù,37.0,0.436,149.596,9,194760.0ms
Marcy Playground,A Cloak Of Elvenkind,41.0,0.415,83.486,10,179933.0ms
ShiGGa Shay,uRight (feat. Jay Park),51.0,0.721,79.015,5,210380.0ms
"Above, Below",Paradise,26.0,0.474,125.042,8,195970.0ms
Rory Gallagher,Bad Penny,55.0,0.252,199.738,10,245377.0ms
Skepta,Too Many Man,48.0,0.736,129.962,5,215920.0ms
Britney Spears,Alien,42.0,0.611,111.984,9,3.933333333min
Avraham Aviv Alush,◊û◊ß◊ï◊ù ◊û◊ï◊ú◊ö,26.0,0.533,134.122,9,220382.0ms
Chiiild,Gone,55.0,0.775,142.027,6,171693.0ms
MONO,After You Comes the Flood,30.0,0.148,103.573,8,336514.0ms
King Gizzard & The Lizard Wizard,Intrasport,53.0,0.655,109.984,1,252631.0ms
A$AP Ferg,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),64.0,0.808,144.018,5,144973.0ms
The Beaches,Want What You Got,46.0,0.774,111.964,6,268053.0ms
Plain White T's,Hey There Delilah,80.0,0.656,103.971,10,232533.0ms
Willa,Swan,39.0,0.617,66.019,10,181329.0ms
"Caitlyn Smith, Old Dominion",I Can't (feat. Old Dominion),67.0,0.499,137.905,4,3.50245min
Swirlies,Pancake,42.0,0.173,120.177,6,195613.0ms
Bob Dylan,Maggie's Farm,50.0,0.415,176.785,6,234627.0ms
Ron Gallo,Love Supreme (Work Together!),32.0,0.842,119.075,10,191987.0ms
Derek & The Dominos,Layla,75.0,0.404,115.669,2,423840.0ms
The Notorious B.I.G.,Ten Crack Commandments - 2014 Remaster,64.0,0.612,173.497,5,204027.0ms
BENEE,Happen To Me,59.0,0.661,148.994,6,231701.0ms
Free,Walk In My Shadow,40.0,0.532,93.765,2,210427.0ms
Native Dancer,Pixies,26.0,0.607,91.951,1,294360.0ms
The Wannadies,You & Me Song,56.0,0.325,144.914,6,170867.0ms
Muse,Feeling Good,64.0,0.345,109.044,10,198800.0ms
Ablaze My Sorrow,At the Grave of Giants,24.0,0.506,109.986,8,283500.0ms
Pixies,Hey,67.0,0.59,99.887,6,210907.0ms
Tom Walker,Wait for You - Acoustic,46.0,0.371,148.602,9,176803.0ms
M√•neskin,ZITTI E BUONI,75.0,0.62,103.024,10,192655.0ms
TV On The Radio,Happy Idiot,60.0,0.617,139.996,10,183002.0ms
Ghost,Dance Macabre,59.0,0.619,125.986,8,219720.0ms
Backstreet Boys,Hey Mr. DJ (Keep Playin' This Song),36.0,0.693,92.015,9,4.43045min
Zero 9:36,Take Me Instead,49.0,0.461,79.02,10,166389.0ms
The Vaccines,Headphones Baby,56.0,0.522,129.971,6,198467.0ms
Ginger Root,Weather,46.0,0.726,126.977,9,222976.0ms
Volga,Sister,31.0,0.555,84.875,8,137520.0ms
Cult Leader,To: Achlys,35.0,0.525,110.015,8,375427.0ms
The Velvet Underground,Sweet Jane,63.0,0.619,105.205,6,246307.0ms
Galacticana,Strand of Oaks,50.0,0.46,96.012,0,4.012216667min
Angel Olsen,Shut Up Kiss Me,61.0,0.373,115.942,6,202200.0ms
Great White,Rollin' Stoned,48.0,0.547,133.309,10,248639.0ms
Favourite People,Wading Out,40.0,0.514,164.22,10,221419.0ms
Berry Sakharof,◊õ◊û◊î ◊ô◊ï◊°◊ô,31.0,0.567,117.564,10,271440.0ms
Randy Travis,"Forever and Ever, Amen",67.0,0.677,90.392,4,3.544min
Ray Wylie Hubbard,Rattlesnake Shakin‚Äô Woman,38.0,0.282,177.367,2,271678.0ms
Martin Kohlstedt,XEO,50.0,0.437,103.997,6,242329.0ms
Jessie J,Bang Bang,79.0,0.706,150.028,9,199387.0ms
Skillet,Back from the Dead,60.0,0.571,161.962,10,213587.0ms
The Charlatans,One To Another,50.0,0.444,102.343,6,270573.0ms
The Devil Wears Prada,Born To Lose,36.0,0.229,164.892,8,184773.0ms
Blodwyn Pig,It's Only Love - 2006 Remaster,29.0,0.44,74.712,2,203573.0ms
Eddie Burns,Lonesome Feeling,9.0,0.589,185.908,2,287547.0ms
Alice In Chains,Down In A Hole,63.0,0.357,97.171,10,338227.0ms
Mac DeMarco,Still Beating,69.0,0.709,78.477,6,181587.0ms
The Churchills,When You're Gone,26.0,0.48,102.074,10,199627.0ms
Joy Oladokun,sorry isn't good enough,51.0,0.618,140.038,1,187544.0ms
WALK THE MOON,Shut Up and Dance - Live Acoustic - 2015,60.0,0.82,129.874,0,3.23311667min
Yuval Dayan,◊û◊™◊ê◊®◊ó◊™ ◊ë◊¢◊ï◊ú◊ù,28.0,0.657,138.003,9,199613.0ms
Mukesh,Ruk Ja Oh Janewali Ruk Ja,21.0,0.615,102.607,3,5.25995min
Dora Jar,Multiply,41.0,0.694,121.958,6,136312.0ms
Robert Henry,Something's Wrong,2.0,0.576,96.171,2,172713.0ms
Orianthi,Sinners Hymn,42.0,0.284,170.025,8,246555.0ms
Bruce Soord,The Solitary Path of a Convicted Man,33.0,0.68,126.991,10,223751.0ms
Blur,Parklife,61.0,0.627,138.79,1,185093.0ms
Whitesnake,"All I Want, All I Need - 2020 Remix",30.0,0.504,96.003,10,341618.0ms
Lil' Kim,Crush on You (feat. Lil' Cease) - Remix,60.0,0.748,88.802,5,275947.0ms
Grandmaster Flash & The Furious Five,The Adventures of Grandmaster Flash On the Wheels of Steel - Extended Mix,36.0,0.863,111.022,5,426333.0ms
"Max Richter, Louisa Fuller, Natalia Bonner, John Metcalfe, Philip Sheppard, Chris Worsey",On The Nature Of Daylight,61.0,0.065,65.38,7,6.195783333min
Antonita Romero,Las Cosas Del Querer (Original Mix),25.0,0.604,100.492,9,106789.0ms
Slipknot,Duality,77.0,0.354,143.772,8,252613.0ms
Mink Mussel Creek,Cat Love Power,33.0,0.345,123.016,1,407533.0ms
Dudu Aharon,◊™◊ë◊ô◊†◊ô,21.0,0.738,100.017,9,210773.0ms
WALK THE MOON,Shut Up and Dance,81.0,0.578,128.038,10,199080.0ms
Sir Chloe,Michelle,75.0,0.366,115.94,9,214088.0ms
Shania Twain,I'm Gonna Getcha Good,55.0,0.723,124.013,4,4.49min
Bones Owens,Blind Eyes,37.0,0.637,140.092,10,196909.0ms
Royal Bliss,Fire Within,41.0,0.608,111.994,9,222400.0ms
Simple Symmetry,Oh Lord,41.0,0.499,120.011,10,285313.0ms
Lazy Queen,Gutted,5.0,0.432,107.93,10,118000.0ms
YBN Nahmir,Opp Stoppa (feat. 21 Savage),78.0,0.829,78.035,5,135431.0ms
Ghost Iris,Coda,43.0,0.489,90.015,10,243000.0ms
Jax,90s Kids,64.0,0.714,151.898,9,163816.0ms
Nicki Minaj,Moment 4 Life,70.0,0.475,98.001,5,279307.0ms
Green Day,Boulevard of Broken Dreams,73.0,0.49,167.046,10,261267.0ms
Albert Lee & Hogan's Heroes,Back In The USA,40.0,0.538,159.982,10,203493.0ms
Ayron Jones,Mercy,55.0,0.238,158.757,8,205831.0ms
The (International) Noise Conspiracy,Smash It Up!,37.0,0.59,149.048,10,193867.0ms
The Jeff Healey Band,The Moon Is Full,18.0,0.511,102.18,2,246360.0ms
Lacy Gibson,Drown In My Own Tears,31.0,0.639,97.814,2,280573.0ms
Wildflowers in the Graveyard,Amber Rubarth,29.0,0.589,79.547,0,3.016283333min
Nebu Kiniza,Questions (feat. Future),62.0,0.776,138.047,5,184351.0ms
"Enrico Pieranunzi, Thomas Fonnesbæk, Ulysses Owens Jr.",You Know,39.0,0.427,116.824,7,6.588min
Hemlock Ernst,Down,47.0,0.834,103.969,5,258462.0ms
Kilo Kish,BITE ME,48.0,0.761,116.977,6,206893.0ms
Oceans of Slumber,A Return to the Earth Below,34.0,0.447,80.017,8,339120.0ms
The Used,The Bird and the Worm,60.0,0.299,180.092,10,225040.0ms
8485,hangar,48.0,0.463,100.012,10,165539.0ms
Deep In Love,"Bonny Light Horseman, Eric D. Johnson, Josh Kaufman, Anaïs Mitchell",59.0,0.618,111.709,0,5.1512min
Focus,Hocus Pocus - Original Single Version,50.0,0.266,187.106,10,192261.0ms
"Alexia Mathieu, Josephine Forrester",Body And Soul,47.0,0.6,117.888,7,2.3542min
James Vincent McMorrow,I Should Go (with Kenny Beats),55.0,0.855,134.953,1,144227.0ms
BROCKHAMPTON,BANKROLL (feat. A$AP Rocky & A$AP Ferg),73.0,0.784,149.059,9,202560.0ms
Fox Stevenson,Bruises,61.0,0.45,174.096,10,220733.0ms
Maggie Rose,Saint,46.0,0.53,82.084,1,281613.0ms
Cream,Crossroads - Live,57.0,0.391,131.648,10,258467.0ms
Glded,Could Be,36.0,0.572,106.012,6,224358.0ms
Dillon Carmichael,Hot Beer,53.0,0.639,147.923,10,191738.0ms
Mocky,Feeling Like I Like,49.0,0.763,105.584,1,258185.0ms
Emmure,PIGS EAR,49.0,0.434,139.702,8,131143.0ms
Black Honey,Beaches,40.0,0.594,83.522,6,180356.0ms
The Bloody Beetroots,Warp 1.9,47.0,0.654,130.166,6,203731.0ms
Elle King,Ex's & Oh's,72.0,0.612,139.988,10,202173.0ms
Phoxjaw,Trophies in the Attic,28.0,0.277,128.194,10,208493.0ms
Ten Years After,One Of These Days - live,37.0,0.15,75.99,2,308093.0ms
Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,76.0,0.822,128.007,9,283748.0ms
Alan Jackson,Where I Come From,58.0,0.726,124.711,4,3.987333333min
Alexisonfire,This Could Be Anywhere In The World,53.0,0.192,83.763,10,243853.0ms
Journey,Don't Stop Believin',1.0,0.338,123.416,10,262048.0ms
Friedberg,Lizzy,40.0,0.5,130.978,9,230127.0ms
"Ensemble Rivr Dane, Ana Olgica",Atoms,35.0,0.192,106.624,7,2.41395min
Klass Murda,Legendary,52.0,0.688,143.062,5,169615.0ms
Jacques Burtin,L'aube,26.0,0.454,109.119,7,4.782666667min
Passenger,Sword from the Stone,55.0,0.618,79.934,0,3.362min
O.R.k.,Kneel to Nothing,29.0,0.384,167.989,8,278227.0ms
Teenage Wrist,Silverspoon,44.0,0.368,150.017,10,222588.0ms
Johnny Hodges,Castle Rock,36.0,0.716,171.485,2,169413.0ms
Cephas & Wiggins,Dog Days of August,14.0,0.601,106.399,2,251693.0ms
Sergey Golovin,Charger,32.0,0.526,125.986,8,247262.0ms
Brothers Osborne,Stay A Little Longer,63.0,0.557,96.989,4,5.591333333min
OMC,How Bizarre,69.0,0.772,124.908,9,225700.0ms
Julian Casablancas,11th Dimension,55.0,0.574,125.501,6,243333.0ms
Britney Spears,Toxic,81.0,0.774,143.04,9,3.313333333min
Monster Magnet,Negasonic Teenage Warhead,50.0,0.46,117.817,8,267933.0ms
Dumpstaphunk,United Nations Stomp (feat. Marcus King),44.0,0.392,184.053,2,347000.0ms
Darkthrone,Transilvanian Hunger,47.0,0.267,138.616,8,369760.0ms
Myrkur,House Carpenter,49.0,0.55,93.927,8,218112.0ms
Trade Wind,No King but Me,25.0,0.452,141.825,10,230916.0ms
Maher Cissoko,Kora by Night,36.0,0.415,146.044,7,3.750666667min
Eve 6,Inside Out,68.0,0.483,175.668,9,219467.0ms
Julianna Barwick,Inspirit - Takuya's Ry≈´teki Dragons,34.0,0.189,88.83,6,255460.0ms
Young M.A,Don Diva,16.0,0.82,176.189,5,183515.0ms
waants,Keep Careful,34.0,0.631,94.008,6,277267.0ms
A Tribe Called Quest,The Hop,60.0,0.928,95.523,5,207467.0ms
Little Simz,"might bang, might not",57.0,0.431,176.515,5,126463.0ms
Lil Poppa,All The Money In The World (feat. Lil Durk),46.0,0.715,97.61,5,148000.0ms
Yeah Yeah Yeahs,Heads Will Roll,67.0,0.562,132.009,10,221000.0ms
Pop Unknown,Half Of Ninety,25.0,0.411,169.097,10,243267.0ms
Flying Colors,More,34.0,0.583,133.021,10,429533.0ms
Miri Mesika,◊û◊û◊ô,24.0,0.544,127.694,9,244427.0ms
Bones Owens,White Lines,47.0,0.538,142.037,10,188600.0ms
Lene Lovich,Lucky Number,43.0,0.669,153.778,1,171093.0ms
Refused,New Noise,53.0,0.68,105.902,10,312720.0ms
Nothing More,Fade In / Fade Out,56.0,0.411,83.479,10,364907.0ms
SK√ÅLD,Gr√≥tti,49.0,0.66,89.999,8,173067.0ms
Psychedelic Porn Crumpets,Mr. Prism,38.0,0.414,177.971,10,234800.0ms
psykhi,White Picket Fence,24.0,0.551,164.127,9,176341.0ms
Black River Delta,Going Down,19.0,0.483,82.042,2,208867.0ms
FEELS,Car,21.0,0.487,87.241,6,147187.0ms
Handsome Boy Modeling School,The Truth,59.0,0.7,79.638,5,337200.0ms
Green Day,Longview,67.0,0.381,142.504,10,233240.0ms
Queen,You Are The Champions - In Support Of The Covid-19 Solidarity Response Fund,42.0,0.207,94.386,10,127450.0ms
Catfish and the Bottlemen,Longshot,61.0,0.481,102.829,10,232960.0ms
Omer Adam,Hopa,36.0,0.69,120.986,9,183480.0ms
Pearl Jam,Daughter (Remastered),68.0,0.615,96.99,10,234333.0ms
Explosions In The Sky,Your Hand In Mine,44.0,0.278,115.029,10,496573.0ms
Generation X,Dancing With Myself,53.0,0.385,176.28,1,228080.0ms
Zac Brown Band,Heavy Is the Head,45.0,0.402,170.739,10,239747.0ms
Nathan Cavaleri,29 Gold Stars,23.0,0.632,99.99,2,145513.0ms
Jon Batiste,CRY,52.0,0.738,80.015,2,237244.0ms
Basement Freaks,A Blues Thang,29.0,0.79,97.976,2,203456.0ms
Oxymorrons,Justice,40.0,0.406,186.025,6,181935.0ms
